id,label,node_type
dividends,dividends,Entity
PNC Financial Services Group,PNC Financial Services Group,Entity
U.S. Bancorp,U.S. Bancorp,Entity
UMB Financial Corporation,UMB Financial Corporation,Entity
Wells Fargo & Company,Wells Fargo & Company,Entity
USD,USD,Entity
Italian banks recap,Italian banks recap,Entity
Global Cross Asset Strategy - Year Ahead report,Global Cross Asset Strategy - Year Ahead report,Entity
global growth,global growth,Entity
Progress: Ten Reasons to Look Forward to the Future,Progress: Ten Reasons to Look Forward to the Future,Entity
GDP growth for Brazil in 2017,GDP growth for Brazil in 2017,Entity
GDP growth for Russia in 2017,GDP growth for Russia in 2017,Entity
excess capacity in China's steel and coal sectors,excess capacity in China's steel and coal sectors,Entity
equity valuation strategy,equity valuation strategy,Entity
General Dynamics,General Dynamics,Entity
buy 30y Treasuries versus 30y matched Libor swap,buy 30y Treasuries versus 30y matched Libor swap,Entity
Eurozone stress analysis report,Eurozone stress analysis report,Entity
personal tax obligations,personal tax obligations,Entity
her age and meeting with Jeffrey Epstein,her age and meeting with Jeffrey Epstein,Entity
medical records,medical records,Entity
Brady v. Chemical Construction Corp.,Brady v. Chemical Construction Corp.,Entity
"article titled ""Prince Andrew risks ambassador job as underage sex case girl reveals meeting him""","article titled ""Prince Andrew risks ambassador job as underage sex case girl reveals meeting him""",Entity
"article titled ""Jeffrey Epstein ???sex slave??? Virginia Roberts was a ???money???hungry sex kitten???, ex friends claim""","article titled ""Jeffrey Epstein ???sex slave??? Virginia Roberts was a ???money???hungry sex kitten???, ex friends claim""",Entity
press release in the Edwards et al. v. Dershowitz matter,press release in the Edwards et al. v. Dershowitz matter,Entity
U.S. prosecutors,U.S. prosecutors,Entity
laptop theft,laptop theft,Entity
non-prosecution agreement,non-prosecution agreement,Entity
tax alternatives,tax alternatives,Entity
Trivago,Trivago,Entity
Trivago NV,Trivago NV,Entity
Twitter,Twitter,Entity
Wayfair,Wayfair,Entity
Yahoo!,Yahoo!,Entity
volatility dispersion trade on EU banks,volatility dispersion trade on EU banks,Entity
calendar puts,calendar puts,Entity
open trades summary report,open trades summary report,Entity
Long SX5E vs short SPX Dec18 var swap,Long SX5E vs short SPX Dec18 var swap,Entity
Buy a 1Y ATM worst???of call on SPX & TLT,Buy a 1Y ATM worst???of call on SPX & TLT,Entity
Buy SPX>UKX Jun17 5% outperformance call,Buy SPX>UKX Jun17 5% outperformance call,Entity
market rationale: remain long equities and cheapen hedges by conditioning on rates,market rationale: remain long equities and cheapen hedges by conditioning on rates,Entity
HSI Oct-16 102% call and HSP 105% call spread,HSI Oct-16 102% call and HSP 105% call spread,Entity
pregnancy,pregnancy,Entity
Vivaldi Concerto in A Minor,Vivaldi Concerto in A Minor,Entity
left leg,left leg,Entity
Vivaldi,Vivaldi,Entity
ears,ears,Entity
audience,audience,Entity
Mad magazine,Mad magazine,Entity
little boy,little boy,Entity
another state,another state,Entity
governor,governor,Entity
young Republican girl,young Republican girl,Entity
scandal,scandal,Entity
perjury,perjury,Entity
new law,new law,Entity
Dr. Spencer,Dr. Spencer,Entity
medical professionals,medical professionals,Entity
minister's daughter,minister's daughter,Entity
unknown female caller A,unknown female caller A,Entity
patient,patient,Entity
New York State abortion law,New York State abortion law,Entity
abortion patients,abortion patients,Entity
women,women,Entity
headline about atomic bomb,headline about atomic bomb,Entity
God,God,Entity
Plato,Plato,Entity
American Association for the Advancement of Atheism,American Association for the Advancement of Atheism,Entity
Ism Forum,Ism Forum,Entity
previous speakers,previous speakers,Entity
cafeteria,cafeteria,Entity
New York Rationalist Society,New York Rationalist Society,Entity
New York Rationalist Society meeting,New York Rationalist Society meeting,Entity
emcee former circus performer,emcee former circus performer,Entity
"anti???censorship paper ""The Independent""","anti???censorship paper ""The Independent""",Entity
New York Rationalist Society office,New York Rationalist Society office,Entity
part???time job stuffing envelopes,part???time job stuffing envelopes,Entity
eBay slab of concrete resembling Jesus,eBay slab of concrete resembling Jesus,Entity
state constitutional religious qualification quotes,state constitutional religious qualification quotes,Entity
photostat copy of original manuscript,photostat copy of original manuscript,Entity
Rankin,Rankin,Entity
private investigative firm,private investigative firm,Entity
professional graphologist,professional graphologist,Entity
Patricia Ryan Nixon,Patricia Ryan Nixon,Entity
extraterrestrial visitation,extraterrestrial visitation,Entity
extraterrestrial communication,extraterrestrial communication,Entity
Memorial Hospital Medical Center,Memorial Hospital Medical Center,Entity
jar of wheat germ,jar of wheat germ,Entity
clamp placement on pelvic vein,clamp placement on pelvic vein,Entity
cardiovascular failure,cardiovascular failure,Entity
clinically dead,clinically dead,Entity
W.E.B. DuBois Clubs,W.E.B. DuBois Clubs,Entity
U.S. Navy,U.S. Navy,Entity
Jerry Voorhis,Jerry Voorhis,Entity
home in Key Biscayne,home in Key Biscayne,Entity
unknown caller,unknown caller,Entity
John F. Kennedy,John F. Kennedy,Entity
Alger Hiss perjury verdict,Alger Hiss perjury verdict,Entity
Kennedy,Kennedy,Entity
rioter,rioter,Entity
Operation 40,Operation 40,Entity
invasion of Cuba,invasion of Cuba,Entity
John F. Kennedy's advocacy of invasion,John F. Kennedy's advocacy of invasion,Entity
formal debate at Whittier College,formal debate at Whittier College,Entity
American Bottlers of Carbonated Beverages convention,American Bottlers of Carbonated Beverages convention,Entity
Dallas,Dallas,Entity
J. Edgar Hoover,J. Edgar Hoover,Entity
government aid to Saigon government,government aid to Saigon government,Entity
administration,administration,Entity
Jill St. John,Jill St. John,Entity
Marlo Thomas,Marlo Thomas,Entity
Liv Ullmann,Liv Ullmann,Entity
Frank Fitzsimmons,Frank Fitzsimmons,Entity
Bob Hope,Bob Hope,Entity
Arthur Bremer,Arthur Bremer,Entity
George Wallace,George Wallace,Entity
Jack Anderson,Jack Anderson,Entity
position,position,Entity
Bernard Barker,Bernard Barker,Entity
James McCord,James McCord,Entity
Richard Helms,Richard Helms,Entity
Cuban Air Force,Cuban Air Force,Entity
Cuban Intelligence,Cuban Intelligence,Entity
Secret Service,Secret Service,Entity
Watergate break-in,Watergate break-in,Entity
Bay of Pigs,Bay of Pigs,Entity
Oval Office,Oval Office,Entity
Camp David,Camp David,Entity
Jimmy Carter,Jimmy Carter,Entity
G. Harrold Carswell,G. Harrold Carswell,Entity
George McGovern's daughter,George McGovern's daughter,Entity
George McGovern,George McGovern,Entity
Reubin Askew,Reubin Askew,Entity
White House tape gap,White House tape gap,Entity
Carl Bernstein,Carl Bernstein,Entity
Bob Woodward,Bob Woodward,Entity
Cambodia,Cambodia,Entity
Patricia Ellsberg,Patricia Ellsberg,Entity
Whittaker Chambers,Whittaker Chambers,Entity
Richard Nixon memoir manuscript,Richard Nixon memoir manuscript,Entity
Orrin Hatch,Orrin Hatch,Entity
Alan Simpson,Alan Simpson,Entity
Anita Hill affidavit,Anita Hill affidavit,Entity
bestiality scene,bestiality scene,Entity
Professor Hill's statement,Professor Hill's statement,Entity
Senate vote,Senate vote,Entity
Anita Hill,Anita Hill,Entity
testimony,testimony,Entity
staffer for Senator John Danforth,staffer for Senator John Danforth,Entity
adult marketplace,adult marketplace,Entity
Ken,Ken,Entity
shopper,shopper,Entity
Barbie,Barbie,Entity
participants,participants,Entity
restaurants,restaurants,Entity
jealousy,jealousy,Entity
security guards,security guards,Entity
Isaac Bonewits,Isaac Bonewits,Entity
How to Prevent Premature Ejaculation workshop,How to Prevent Premature Ejaculation workshop,Entity
Shenanigans swing club,Shenanigans swing club,Entity
Liberated Christians swing club,Liberated Christians swing club,Entity
Sexual Freedom League party,Sexual Freedom League party,Entity
flower child,flower child,Entity
unknown woman,unknown woman,Entity
"San Jose, California","San Jose, California",Entity
Conspiracy Con 2001,Conspiracy Con 2001,Entity
Alien Abduction Survival Kit,Alien Abduction Survival Kit,Entity
government,government,Entity
religious institutions,religious institutions,Entity
Illuminati,Illuminati,Entity
cryptography code,cryptography code,Entity
underwear,underwear,Entity
microchip implantation program,microchip implantation program,Entity
drug patch requiring replacement every 72 hours,drug patch requiring replacement every 72 hours,Entity
Zulu shaman,Zulu shaman,Entity
unnamed witness,unnamed witness,Entity
president,president,Entity
unknown persons,unknown persons,Entity
King's assassin,King's assassin,Entity
Nancy,Nancy,Entity
CIA,CIA,Entity
Wilton North Report,Wilton North Report,Entity
Conan O'Brien,Conan O'Brien,Entity
Ellen DeGeneres,Ellen DeGeneres,Entity
Chris Rock,Chris Rock,Entity
Rosie O'Donnell,Rosie O'Donnell,Entity
Richard Belzer,Richard Belzer,Entity
The Conspiracy Zone,The Conspiracy Zone,Entity
Robert Kennedy,Robert Kennedy,Entity
interviewee,interviewee,Entity
Oregon,Oregon,Entity
Ted Kennedy,Ted Kennedy,Entity
Pontius,Pontius,Entity
Hamas,Hamas,Entity
Khattab,Khattab,Entity
Merry Pranksters,Merry Pranksters,Entity
Los Angeles County Sheriff's Department,Los Angeles County Sheriff's Department,Entity
Todd McCormick,Todd McCormick,Entity
prison correspondent,prison correspondent,Entity
High Times,High Times,Entity
Bill Moyers,Bill Moyers,Entity
Ellen Goodman,Ellen Goodman,Entity
Reader's Digest,Reader's Digest,Entity
Khan Manka,Khan Manka,Entity
Robert Anton Wilson,Robert Anton Wilson,Entity
Castalia Foundation,Castalia Foundation,Entity
Millbrook,Millbrook,Entity
large supply of LSD,large supply of LSD,Entity
joint,joint,Entity
20th anniversary of Summer of Love parade,20th anniversary of Summer of Love parade,Entity
Adult film seeking Sarah Palin lookalike,Adult film seeking Sarah Palin lookalike,Entity
Democratic convention,Democratic convention,Entity
November 5th issue of the New York Times,November 5th issue of the New York Times,Entity
Osama bin Laden,Osama bin Laden,Entity
Pakistan,Pakistan,Entity
Carrie,Carrie,Entity
medical marijuana dispensaries,medical marijuana dispensaries,Entity
multinational insurance conglomerate,multinational insurance conglomerate,Entity
Colin Powell,Colin Powell,Entity
New York Stock Exchange floor,New York Stock Exchange floor,Entity
media,media,Entity
Occupiers,Occupiers,Entity
1968 counter-convention,1968 counter-convention,Entity
Abbie,Abbie,Entity
reporters' drinks,reporters' drinks,Entity
lapel button featuring flaming monk,lapel button featuring flaming monk,Entity
street vendor self-immolation in Tunisia,street vendor self-immolation in Tunisia,Entity
Buddhist monk self-immolation in Vietnam,Buddhist monk self-immolation in Vietnam,Entity
Jerry Rubin's bodyguard,Jerry Rubin's bodyguard,Entity
American flag,American flag,Entity
Viet Cong flag,Viet Cong flag,Entity
chants and taunts against police,chants and taunts against police,Entity
hardcore shit-eating sites,hardcore shit-eating sites,Entity
Anita Hoffman,Anita Hoffman,Entity
cross-country tour,cross-country tour,Entity
Chicago,Chicago,Entity
nun,nun,Entity
rapist,rapist,Entity
Mafia,Mafia,Entity
single mothers-to-be,single mothers-to-be,Entity
men,men,Entity
soft-core porn concept,soft-core porn concept,Entity
counter-convention,counter-convention,Entity
anti-Jewish leaflet,anti-Jewish leaflet,Entity
leaflet distribution,leaflet distribution,Entity
block,block,Entity
apartment,apartment,Entity
telephone number,telephone number,Entity
semen stain,semen stain,Entity
ashtray with Tareyton cigarette butts,ashtray with Tareyton cigarette butts,Entity
Civic Center,Civic Center,Entity
Marilee Strong,Marilee Strong,Entity
sidewalk,sidewalk,Entity
fractured rib and punctured lung,fractured rib and punctured lung,Entity
City of San Francisco,City of San Francisco,Entity
Venice,Venice,Entity
top-floor two-room apartment,top-floor two-room apartment,Entity
Santa Monica,Santa Monica,Entity
soul-food restaurant,soul-food restaurant,Entity
Woody Allen movie,Woody Allen movie,Entity
candle,candle,Entity
sofa,sofa,Entity
San Francisco,San Francisco,Entity
Jan Kerouac,Jan Kerouac,Entity
Saint Stupid Day Parade,Saint Stupid Day Parade,Entity
Julius,Julius,Entity
keys,keys,Entity
yellow plastic tape,yellow plastic tape,Entity
dollar bill,dollar bill,Entity
International Society for Humor Studies conference,International Society for Humor Studies conference,Entity
Russian humor magazine staff,Russian humor magazine staff,Entity
editor,editor,Entity
Russian staff,Russian staff,Entity
new patients,new patients,Entity
electrical wire,electrical wire,Entity
electric current,electric current,Entity
Orson Bean,Orson Bean,Entity
Lindsay Wagner,Lindsay Wagner,Entity
Thomas Jefferson's violin,Thomas Jefferson's violin,Entity
Thomas Jefferson's slaves,Thomas Jefferson's slaves,Entity
"Twinkle, Twinkle, Little Star","Twinkle, Twinkle, Little Star",Entity
patient 45,patient 45,Entity
United States District Court for the Southern District of Florida,United States District Court for the Southern District of Florida,Entity
attorney-client privilege objection,attorney-client privilege objection,Entity
"Boies, Schiller & Flexner LLP","Boies, Schiller & Flexner LLP",Entity
confidentiality order,confidentiality order,Entity
waiver document,waiver document,Entity
CEO of Honeywell,CEO of Honeywell,Entity
military leaders,military leaders,Entity
Mount Sinai,Mount Sinai,Entity
Ellen Johnson Sirleaf,Ellen Johnson Sirleaf,Entity
corporate sponsors,corporate sponsors,Entity
documentary video on Mount Sinai Hospital history,documentary video on Mount Sinai Hospital history,Entity
Novartis,Novartis,Entity
Pfizer,Pfizer,Entity
$12 million,$12 million,Entity
American Heart Association,American Heart Association,Entity
1500 attendees,1500 attendees,Entity
Clinical Research Coordinators,Clinical Research Coordinators,Entity
human subject trials,human subject trials,Entity
IRB Chair,IRB Chair,Entity
Hospital Epidemiologist,Hospital Epidemiologist,Entity
study personnel,study personnel,Entity
Procurement Department,Procurement Department,Entity
nurses and physicians,nurses and physicians,Entity
sharps boxes,sharps boxes,Entity
Morbidity and Mortality Weekly Report article,Morbidity and Mortality Weekly Report article,Entity
pediatric study funded by NIMH,pediatric study funded by NIMH,Entity
surgical metabolism laboratory,surgical metabolism laboratory,Entity
Dr. Anthony Cerami,Dr. Anthony Cerami,Entity
physician researchers,physician researchers,Entity
M.S. Exercise Physiology,M.S. Exercise Physiology,Entity
B.S. Nursing,B.S. Nursing,Entity
Elephantine Equations,Elephantine Equations,Entity
"design, physics and mathematics","design, physics and mathematics",Entity
engineering and management,engineering and management,Entity
Engineering Department of Cambridge University,Engineering Department of Cambridge University,Entity
"Advanced Course in Design, Manufacturing and Management","Advanced Course in Design, Manufacturing and Management",Entity
top London agency,top London agency,Entity
shipyard on the Clyde,shipyard on the Clyde,Entity
pit props for coal mines,pit props for coal mines,Entity
imaging software for weaving company,imaging software for weaving company,Entity
peers,peers,Entity
large complex systems,large complex systems,Entity
ISABEL,ISABEL,Entity
3D printed jaw,3D printed jaw,Entity
Eliza,Eliza,Entity
Albert Einstein,Albert Einstein,Entity
definition of free will,definition of free will,Entity
old tramp,old tramp,Entity
old man,old man,Entity
Battleship knowledge discovery,Battleship knowledge discovery,Entity
Hilbert's Hotel,Hilbert's Hotel,Entity
smallpox genetic sequence,smallpox genetic sequence,Entity
mononucleosis,mononucleosis,Entity
one-time pad,one-time pad,Entity
real Turing machine using Lego,real Turing machine using Lego,Entity
Free Will Universe paper,Free Will Universe paper,Entity
James Tagg,James Tagg,Entity
ATM software requirements,ATM software requirements,Entity
Manchester University,Manchester University,Entity
PDP11-34,PDP11-34,Entity
developers' machines,developers' machines,Entity
machines,machines,Entity
hard drive industry,hard drive industry,Entity
information,information,Entity
Claude Shannon,Claude Shannon,Entity
British codebreakers,British codebreakers,Entity
machine-generated numbers,machine-generated numbers,Entity
universe,universe,Entity
argument,argument,Entity
GEMs Paper #26,GEMs Paper #26,Entity
privatisation proceeds,privatisation proceeds,Entity
hospital quality importance,hospital quality importance,Entity
foreign investor interest,foreign investor interest,Entity
private health insurance rollout options,private health insurance rollout options,Entity
"Fort Lauderdale, Florida","Fort Lauderdale, Florida",Entity
frivolous,frivolous,Entity
Florida Bar,Florida Bar,Entity
Robert Mueller,Robert Mueller,Entity
The Human Use of Human Beings: Cybernetics and Society,The Human Use of Human Beings: Cybernetics and Society,Entity
AUM Conference,AUM Conference,Entity
The Reality Club,The Reality Club,Entity
dinners and discussions,dinners and discussions,Entity
public event,public event,Entity
Seth Lloyd,Seth Lloyd,Entity
Judea Pearl,Judea Pearl,Entity
Stuart Russell,Stuart Russell,Entity
Heinz Pagels,Heinz Pagels,Entity
natural intelligence is a special case of artificial intelligence,natural intelligence is a special case of artificial intelligence,Entity
Eliezer Yudkowsky,Eliezer Yudkowsky,Entity
AI safety,AI safety,Entity
DeepMind,DeepMind,Entity
OpenAI,OpenAI,Entity
Google Brain,Google Brain,Entity
Institute of Electrical and Electronics Engineers (IEEE),Institute of Electrical and Electronics Engineers (IEEE),Entity
World Economic Forum,World Economic Forum,Entity
Organization for Economic Cooperation and Development (OECD),Organization for Economic Cooperation and Development (OECD),Entity
Chinese AI manifesto (July 2017),Chinese AI manifesto (July 2017),Entity
future leaders,future leaders,Entity
CEO of a large corporation,CEO of a large corporation,Entity
need for fine-grained oversight of bureaucracies,need for fine-grained oversight of bureaucracies,Entity
Norbert Wiener,Norbert Wiener,Entity
rodents,rodents,Entity
human susceptibility to robot victim scenario,human susceptibility to robot victim scenario,Entity
Edge.org,Edge.org,Entity
future of AI and civilization,future of AI and civilization,Entity
18-month development moratorium,18-month development moratorium,Entity
cops,cops,Entity
Reiter's trash,Reiter's trash,Entity
father of girl,father of girl,Entity
average 350-400 federal anti-corruption prosecutions per year,average 350-400 federal anti-corruption prosecutions per year,Entity
voters,voters,Entity
Michael Slager,Michael Slager,Entity
Hillen J. Smith,Hillen J. Smith,Entity
Dr. Lynn,Dr. Lynn,Entity
Ajax Equity LLC,Ajax Equity LLC,Entity
Code Enforcement Board,Code Enforcement Board,Entity
postponement until August hearing,postponement until August hearing,Entity
bulk user rate,bulk user rate,Entity
Anthony Oettinger,Anthony Oettinger,Entity
"Harold ""Doc"" Edgerton","Harold ""Doc"" Edgerton",Entity
MIT computer,MIT computer,Entity
Menlo Park,Menlo Park,Entity
Cybernetics,Cybernetics,Entity
Reality Club,Reality Club,Entity
essays from 25 scientists,essays from 25 scientists,Entity
Tomaso Poggio,Tomaso Poggio,Entity
Marvin Minsky,Marvin Minsky,Entity
human-level AI impossibility,human-level AI impossibility,Entity
polarization and inequality,polarization and inequality,Entity
Ford Foundation,Ford Foundation,Entity
AI oversight,AI oversight,Entity
Enzo Mari,Enzo Mari,Entity
Alberto Garutti,Alberto Garutti,Entity
Miuccia Prada,Miuccia Prada,Entity
Venki Ramakrishnan,Venki Ramakrishnan,Entity
Jaan Tallinn,Jaan Tallinn,Entity
Andrew Blake,Andrew Blake,Entity
interaction protocol,interaction protocol,Entity
Wolfram|Alpha,Wolfram|Alpha,Entity
English lexicon size,English lexicon size,Entity
common 1-grams,common 1-grams,Entity
unique 1-grams count,unique 1-grams count,Entity
lexicon size 2000,lexicon size 2000,Entity
frequency threshold 10??,frequency threshold 10??,Entity
1000 word forms,1000 word forms,Entity
"1000 words at 1900, 1950, 2000","1000 words at 1900, 1950, 2000",Entity
native English speaker,native English speaker,Entity
"categories M,N,P,H,F,B,R,U","categories M,N,P,H,F,B,R,U",Entity
years 1920-1990,years 1920-1990,Entity
Figure 14,Figure 14,Entity
Just Revenge (novel),Just Revenge (novel),Entity
Brooklyn College Library,Brooklyn College Library,Entity
books,books,Entity
young scholars,young scholars,Entity
scholars,scholars,Entity
Pentagon Papers case,Pentagon Papers case,Entity
John Demjanjuk trial,John Demjanjuk trial,Entity
Bill Clinton impeachment,Bill Clinton impeachment,Entity
Bush v. Gore election case,Bush v. Gore election case,Entity
Nelson Mandela freedom effort,Nelson Mandela freedom effort,Entity
Julian Assange investigation,Julian Assange investigation,Entity
OJ Simpson double murder case,OJ Simpson double murder case,Entity
Mike Tyson rape prosecution,Mike Tyson rape prosecution,Entity
John Landis defense,John Landis defense,Entity
Woody Allen???Mia Farrow litigation,Woody Allen???Mia Farrow litigation,Entity
Benjamin Netanayu,Benjamin Netanayu,Entity
Moshe Katsav,Moshe Katsav,Entity
Pierre Trudeau,Pierre Trudeau,Entity
William F. Buckley,William F. Buckley,Entity
The Advocates,The Advocates,Entity
American team of debaters confronting Soviet debaters,American team of debaters confronting Soviet debaters,Entity
offer to become Israel's Ambassador to the United Nations,offer to become Israel's Ambassador to the United Nations,Entity
American lawyer for Israel before international tribunals,American lawyer for Israel before international tribunals,Entity
Sheldon Adelson,Sheldon Adelson,Entity
"song mocking Hitler, Mussolini, and the Japs","song mocking Hitler, Mussolini, and the Japs",Entity
Captain Marvel,Captain Marvel,Entity
Vidal Sassoon,Vidal Sassoon,Entity
The Palmach club,The Palmach club,Entity
garage,garage,Entity
Rosenberg petition,Rosenberg petition,Entity
library,library,Entity
classical music,classical music,Entity
Encyclopedia Americana,Encyclopedia Americana,Entity
humongous webcore reel???to???reel tape recorder,humongous webcore reel???to???reel tape recorder,Entity
synagogue choir,synagogue choir,Entity
Metropolitan Opera House,Metropolitan Opera House,Entity
opera scores,opera scores,Entity
Uncle Itchie,Uncle Itchie,Entity
Bernie Beck,Bernie Beck,Entity
Modern Orthodox Yeshiva,Modern Orthodox Yeshiva,Entity
teachers,teachers,Entity
A class,A class,Entity
B class,B class,Entity
synagogue,synagogue,Entity
age 95,age 95,Entity
The Shields,The Shields,Entity
busboy,busboy,Entity
Can you top this,Can you top this,Entity
non-Jewish girls,non-Jewish girls,Entity
burlesque house,burlesque house,Entity
going to Brooklyn Dodgers baseball game,going to Brooklyn Dodgers baseball game,Entity
David Ben Gurion speech,David Ben Gurion speech,Entity
Avi,Avi,Entity
law school,law school,Entity
Madison Square Garden,Madison Square Garden,Entity
Carl Furillo,Carl Furillo,Entity
Pee Wee Reese,Pee Wee Reese,Entity
Gene Hermansky,Gene Hermansky,Entity
Gil Hodges,Gil Hodges,Entity
Jackie Robinson,Jackie Robinson,Entity
Ebbets Field wall,Ebbets Field wall,Entity
physics,physics,Entity
The Genesis of Justice,The Genesis of Justice,Entity
Steve???s ice cream shop,Steve???s ice cream shop,Entity
"producers of the $64,000 question","producers of the $64,000 question",Entity
Production Services Company,Production Services Company,Entity
first year law students,first year law students,Entity
"Torah portion ""Judges and Magistrates""","Torah portion ""Judges and Magistrates""",Entity
New York State Regents Scholarship,New York State Regents Scholarship,Entity
seating chart,seating chart,Entity
Concord Hotel,Concord Hotel,Entity
prom committee,prom committee,Entity
cousin,cousin,Entity
A grades,A grades,Entity
Knight House,Knight House,Entity
house-plan championship,house-plan championship,Entity
Havana,Havana,Entity
Washington D.C.,Washington D.C.,Entity
Saudi flag,Saudi flag,Entity
Phi Beta Kappa Honors,Phi Beta Kappa Honors,Entity
president of student council,president of student council,Entity
captain of debate team,captain of debate team,Entity
Harry Gideonese,Harry Gideonese,Entity
post???McCarthy purge,post???McCarthy purge,Entity
Rhodes Scholarship,Rhodes Scholarship,Entity
Rhodes Scholarship application,Rhodes Scholarship application,Entity
Oxford B.A. in Jurisprudence,Oxford B.A. in Jurisprudence,Entity
Judge Berenkoff,Judge Berenkoff,Entity
Sue,Sue,Entity
Guido Calabresi,Guido Calabresi,Entity
partner 1,partner 1,Entity
partner 2,partner 2,Entity
Taft,Taft,Entity
Yale Law Journal,Yale Law Journal,Entity
paper on the Fifth Amendment,paper on the Fifth Amendment,Entity
Joseph Goldstein,Joseph Goldstein,Entity
Jay Katz,Jay Katz,Entity
Alexander Bickel,Alexander Bickel,Entity
Calabresi,Calabresi,Entity
Goldstein,Goldstein,Entity
Katz,Katz,Entity
"Psychoanalysis, Psychiatry and the Law","Psychoanalysis, Psychiatry and the Law",Entity
NAACP,NAACP,Entity
bus protest,bus protest,Entity
Howard University,Howard University,Entity
Milton Kronheim,Milton Kronheim,Entity
private clubs,private clubs,Entity
new justice,new justice,Entity
justice sign,justice sign,Entity
Deuteronomy passage,Deuteronomy passage,Entity
Sigmund Freud,Sigmund Freud,Entity
Wigmore,Wigmore,Entity
Maimonides,Maimonides,Entity
Miller v. US,Miller v. US,Entity
Lee McTurnan,Lee McTurnan,Entity
UN Security Council Resolution 242,UN Security Council Resolution 242,Entity
United Nations,United Nations,Entity
Golda Meir,Golda Meir,Entity
Avraham Harmon,Avraham Harmon,Entity
Passover Seder,Passover Seder,Entity
Cambridge,Cambridge,Entity
Harvard Law School,Harvard Law School,Entity
Clark Byse,Clark Byse,Entity
Magna Carta 750th anniversary,Magna Carta 750th anniversary,Entity
Kandinsky lithograph,Kandinsky lithograph,Entity
Harvard University,Harvard University,Entity
First Amendment cases,First Amendment cases,Entity
First Amendment litigation,First Amendment litigation,Entity
Larry Flynt,Larry Flynt,Entity
pornography cases litigated,pornography cases litigated,Entity
court of public opinion,court of public opinion,Entity
media venues,media venues,Entity
District Attorney Droney,District Attorney Droney,Entity
speech codes,speech codes,Entity
free speech absolutism,free speech absolutism,Entity
Brooke Shields privacy case,Brooke Shields privacy case,Entity
medical student,medical student,Entity
Robert Mapplethorpe,Robert Mapplethorpe,Entity
Sally Mann,Sally Mann,Entity
David Hamilton,David Hamilton,Entity
Senator Kennedy,Senator Kennedy,Entity
witnesses,witnesses,Entity
freedom of speech,freedom of speech,Entity
Cincinnati museum curator,Cincinnati museum curator,Entity
Hair,Hair,Entity
2 Live Crew,2 Live Crew,Entity
Palestine Liberation Organization,Palestine Liberation Organization,Entity
Philip Morris,Philip Morris,Entity
Claus von Bulow,Claus von Bulow,Entity
capital punishment constitutionality challenge,capital punishment constitutionality challenge,Entity
death case,death case,Entity
death penalty cases,death penalty cases,Entity
U.S. Supreme Court,U.S. Supreme Court,Entity
California Supreme Court,California Supreme Court,Entity
newspapers and law reviews,newspapers and law reviews,Entity
court battle,court battle,Entity
Lyons family,Lyons family,Entity
murders of Lyons family,murders of Lyons family,Entity
Enmund case,Enmund case,Entity
subsequent events,subsequent events,Entity
family,family,Entity
record evidence,record evidence,Entity
brothers,brothers,Entity
page 336 finding,page 336 finding,Entity
Arizona Supreme Court,Arizona Supreme Court,Entity
additional evidence,additional evidence,Entity
combined appellate and habeas corpus challenge,combined appellate and habeas corpus challenge,Entity
"investigators, law students, medical and forensic experts","investigators, law students, medical and forensic experts",Entity
Claus von Bulow case,Claus von Bulow case,Entity
multiple homicide appeals,multiple homicide appeals,Entity
Private Bank clients,Private Bank clients,Entity
OJ Simpson defense team,OJ Simpson defense team,Entity
Barry Scheck,Barry Scheck,Entity
Peter Neufeld,Peter Neufeld,Entity
planted blood evidence,planted blood evidence,Entity
complex legal motions,complex legal motions,Entity
insulin injection theory,insulin injection theory,Entity
Dr. William Sybers,Dr. William Sybers,Entity
Dr. Sybers,Dr. Sybers,Entity
Court of Appeals,Court of Appeals,Entity
Dr. Ballard???s lab,Dr. Ballard???s lab,Entity
appropriate authorities,appropriate authorities,Entity
Senate Judiciary Committee,Senate Judiciary Committee,Entity
U.S. Attorney position,U.S. Attorney position,Entity
Ted Binion,Ted Binion,Entity
Murphy,Murphy,Entity
dermatologist,dermatologist,Entity
Patricia Rosier,Patricia Rosier,Entity
Peter Rosier,Peter Rosier,Entity
Harvey Silverglate,Harvey Silverglate,Entity
satellite photographs,satellite photographs,Entity
71 witnesses,71 witnesses,Entity
Brooklyn Court,Brooklyn Court,Entity
federal habeas corpus petition,federal habeas corpus petition,Entity
attempted murder,attempted murder,Entity
Anatoly Sharansky,Anatoly Sharansky,Entity
President Carter,President Carter,Entity
Anatoly,Anatoly,Entity
Natasha (Avital),Natasha (Avital),Entity
prisoner exchange,prisoner exchange,Entity
Swami,Swami,Entity
Kennedy aide,Kennedy aide,Entity
Charles Fried,Charles Fried,Entity
confidentiality brief,confidentiality brief,Entity
defense lawyers,defense lawyers,Entity
U.S. and Israeli armed forces and intelligence services,U.S. and Israeli armed forces and intelligence services,Entity
appellate lawyers,appellate lawyers,Entity
appellate brief,appellate brief,Entity
moot court,moot court,Entity
Sheldon Siegel,Sheldon Siegel,Entity
Sheldon Seigel,Sheldon Seigel,Entity
United States Court of Appeals,United States Court of Appeals,Entity
John Lennon,John Lennon,Entity
deportation case,deportation case,Entity
Marilyn,Marilyn,Entity
Kiev,Kiev,Entity
Babi Yar memorial,Babi Yar memorial,Entity
audio scientists,audio scientists,Entity
